Title,Company Name,Location,Start Date,Duration,Stipend,Status,skills required,apply by,about the internship,who can apply,About the company,End Date
Architecture,Designer M Studio,Chennai,2025-10-05,2 months,"₹ 2,000 /month +  Incentives",4 days ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Architecture, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Designer M Studio is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Business Development (Sales),Dataset Connect Private Limited,Work From Home,2025-10-05,2 months,"₹ 5,500 /month",4 days ago,"Lead Generation, Sales, Communication, CRM Tools",2025-09-28,"As a Business Development (Sales), you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Dataset Connect Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Market Research,HappiMynd,Work From Home,2025-10-05,2 months,"₹ 1,000-2,000 lump sum",4 days ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Market Research, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,HappiMynd is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Video Editing/Making,Panicker Production,Work From Home,2025-10-05,2 months,"₹ 5,000 /month",4 days ago,"Video Editing, Premiere Pro, After Effects, Storytelling",2025-09-28,"As a Video Editing/Making, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Panicker Production is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Film Production,Verraun R M,"Delhi, Gurgaon",2025-10-05,2 months,"₹ 10,000 /month +  Incentives",4 days ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Film Production, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Verraun R M is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Video Editing/Making,Editsbynaman,Work From Home,2025-10-05,2 months,"₹ 5,000-15,000 /month",4 days ago,"Video Editing, Premiere Pro, After Effects, Storytelling",2025-09-28,"As a Video Editing/Making, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Editsbynaman is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Enterprise Sales,Vasitum,Noida,2025-10-05,2 months,"₹ 15,000 /month",4 days ago,"Sales, Negotiation, CRM Tools, Communication",2025-09-28,"As a Enterprise Sales, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Vasitum is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Content Writing,Rank Revenue Digitech,"Faridabad, Delhi",2025-10-05,2 months,"₹ 7,000-10,000 /month",4 days ago,"Creative Writing, SEO, Blogging, Editing",2025-09-28,"As a Content Writing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with creative/design/content skills from any stream may apply.,Rank Revenue Digitech is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Online Science Faculty For School Kids,Vikalp India Private Limited,Work From Home,2025-10-05,2 months,"₹ 6,000-9,000 /month",4 days ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Online Science Faculty For School Kids, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students with relevant domain knowledge and interest in the role may apply.,Vikalp India Private Limited is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Content Marketing,Fyle,Work From Home,2025-10-05,2 months,"₹ 20,000 /month",4 days ago,"Creative Writing, SEO, Blogging, Editing",2025-09-28,"As a Content Marketing, you will gain practical exposure during this Starts immediatelyImmediately internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Fyle is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
Environmental Event Management,Energy Alternatives India,Chennai,2025-10-05,2 months,"₹ 15,000-20,000 /month",4 days ago,"Relevant domain knowledge, Communication, and Problem-Solving",2025-09-28,"As a Environmental Event Management, you will gain practical exposure during this 13 Apr - 13 May' 24 internship while working on real-world projects and building skills.",Students from any stream with interest in business/management may apply.,Energy Alternatives India is a growing organization that provides opportunities for students to gain industry exposure and hands-on skills in their respective domains.,2025-12-04
